Gene stable ID	NCBI gene ID	Gene name	Source of gene name	HGNC symbol
ENSG00000212211		RF00012	RFAM	
ENSG00000222740		RNA5SP328	HGNC Symbol	RNA5SP328
ENSG00000238880		RNU7-59P	HGNC Symbol	RNU7-59P
ENSG00000263608		RN7SL353P	HGNC Symbol	RN7SL353P
ENSG00000199461		RF00019	RFAM	
ENSG00000199488		RNU1-70P	HGNC Symbol	RNU1-70P
ENSG00000278470		RF00019	RFAM	
ENSG00000201863		RF00432	RFAM	
ENSG00000206781		RF00019	RFAM	
ENSG00000201674		RF00012	RFAM	
ENSG00000199509		RNA5SP477	HGNC Symbol	RNA5SP477
ENSG00000222129		RNA5SP36	HGNC Symbol	RNA5SP36
ENSG00000277903		RF00004	RFAM	
ENSG00000244610		RN7SL756P	HGNC Symbol	RN7SL756P
ENSG00000202430		RNA5SP88	HGNC Symbol	RNA5SP88
ENSG00000276594		RF02220	RFAM	
ENSG00000200252		RF00019	RFAM	
ENSG00000242696		RN7SL40P	HGNC Symbol	RN7SL40P
ENSG00000202314	692075	SNORD6	HGNC Symbol	SNORD6
ENSG00000200986		RNU6-819P	HGNC Symbol	RNU6-819P
ENSG00000243260		RN7SL558P	HGNC Symbol	RN7SL558P
ENSG00000201728		RNA5SP479	HGNC Symbol	RNA5SP479
ENSG00000201618		RNA5SP505	HGNC Symbol	RNA5SP505
ENSG00000201620		RNA5SP51	HGNC Symbol	RNA5SP51
ENSG00000252562		RNU6-922P	HGNC Symbol	RNU6-922P
ENSG00000206672		RF00019	RFAM	
ENSG00000207264		RNU6-15P	HGNC Symbol	RNU6-15P
ENSG00000222399		RNU6-791P	HGNC Symbol	RNU6-791P
ENSG00000201812		RNA5SP488	HGNC Symbol	RNA5SP488
ENSG00000199315		RNA5SP347	HGNC Symbol	RNA5SP347
ENSG00000199385		RNU6-369P	HGNC Symbol	RNU6-369P
ENSG00000273601		RF02218	RFAM	
ENSG00000239169	338429	SNORD109B	HGNC Symbol	SNORD109B
ENSG00000278151		RF02114	RFAM	
ENSG00000199824		RNU6-199P	HGNC Symbol	RNU6-199P
ENSG00000222164		RN7SKP266	HGNC Symbol	RN7SKP266
ENSG00000200475		RN7SKP162	HGNC Symbol	RN7SKP162
ENSG00000264071		RN7SL531P	HGNC Symbol	RN7SL531P
ENSG00000242855		RN7SL496P	HGNC Symbol	RN7SL496P
ENSG00000252333		RNU6-964P	HGNC Symbol	RNU6-964P
ENSG00000238808		RNU7-102P	HGNC Symbol	RNU7-102P
ENSG00000223026		RN7SKP247	HGNC Symbol	RN7SKP247
ENSG00000239888		RN7SL792P	HGNC Symbol	RN7SL792P
ENSG00000238854		RF01161	RFAM	
ENSG00000274535		RF00157	RFAM	
ENSG00000238788		RNU7-182P	HGNC Symbol	RNU7-182P
ENSG00000271798	677831	SNORA51	HGNC Symbol	SNORA51
ENSG00000274197		RF00015	RFAM	
ENSG00000212366		RNU6-1246P	HGNC Symbol	RNU6-1246P
ENSG00000252580		RF00322	RFAM	
ENSG00000222238		RNU2-43P	HGNC Symbol	RNU2-43P
ENSG00000252396		RN7SKP195	HGNC Symbol	RN7SKP195
ENSG00000276031		RN7SL197P	HGNC Symbol	RN7SL197P
ENSG00000264251		RN7SL819P	HGNC Symbol	RN7SL819P
ENSG00000200495		RNU6-1205P	HGNC Symbol	RNU6-1205P
ENSG00000252894		RF00019	RFAM	
ENSG00000278838		RF00017	RFAM	
ENSG00000202056		RNA5SP19	HGNC Symbol	RNA5SP19
ENSG00000200898		RNU6-1243P	HGNC Symbol	RNU6-1243P
ENSG00000241243		RN7SL629P	HGNC Symbol	RN7SL629P
ENSG00000242113		RN7SL124P	HGNC Symbol	RN7SL124P
ENSG00000265116	692233	SNORD117	HGNC Symbol	SNORD117
ENSG00000252461		RF00416	RFAM	
ENSG00000274475		RN7SL650P	HGNC Symbol	RN7SL650P
ENSG00000199577		RNU6-822P	HGNC Symbol	RNU6-822P
ENSG00000252010	677775	SCARNA5	HGNC Symbol	SCARNA5
ENSG00000253013		RF00322	RFAM	
ENSG00000206892		RNU6-42P	HGNC Symbol	RNU6-42P
ENSG00000280646		RNA5SP196	HGNC Symbol	RNA5SP196
ENSG00000252050		RF00322	RFAM	
ENSG00000252783		RNU6-835P	HGNC Symbol	RNU6-835P
ENSG00000212448		RF00019	RFAM	
ENSG00000203436		RF00017	RFAM	
ENSG00000212360		RNU6-1177P	HGNC Symbol	RNU6-1177P
ENSG00000222854		RNA5SP59	HGNC Symbol	RNA5SP59
ENSG00000244326		RN7SL814P	HGNC Symbol	RN7SL814P
ENSG00000200726	100033445	SNORD115-8	HGNC Symbol	SNORD115-8
ENSG00000241791		RN7SL817P	HGNC Symbol	RN7SL817P
ENSG00000222721		RN7SKP188	HGNC Symbol	RN7SKP188
ENSG00000238845		RF00019	RFAM	
ENSG00000275213		RF00017	RFAM	
ENSG00000222303		RNU6-935P	HGNC Symbol	RNU6-935P
ENSG00000199473		RF00092	RFAM	
ENSG00000252745		RNA5SP143	HGNC Symbol	RNA5SP143
ENSG00000199197		RN7SKP72	HGNC Symbol	RN7SKP72
ENSG00000253089		RNU1-104P	HGNC Symbol	RNU1-104P
ENSG00000200036		RNA5SP65	HGNC Symbol	RNA5SP65
ENSG00000200890		RNA5SP99	HGNC Symbol	RNA5SP99
ENSG00000244671		RN7SL280P	HGNC Symbol	RN7SL280P
ENSG00000266770		RN7SL619P	HGNC Symbol	RN7SL619P
ENSG00000272015		RF00091	RFAM	
ENSG00000207261		RNU6-738P	HGNC Symbol	RNU6-738P
ENSG00000252239		RF00026	RFAM	
ENSG00000251994		RNU2-27P	HGNC Symbol	RNU2-27P
ENSG00000251864		RF00019	RFAM	
ENSG00000252833		RNA5SP186	HGNC Symbol	RNA5SP186
ENSG00000199985		RNA5SP264	HGNC Symbol	RNA5SP264
ENSG00000207067	26775	SNORA72	HGNC Symbol	SNORA72
ENSG00000207382		RF00019	RFAM	
ENSG00000285609		AL450304.2	Clone-based (Ensembl) gene	
ENSG00000202357		RF00019	RFAM	
ENSG00000252994		RNU6-1231P	HGNC Symbol	RNU6-1231P
ENSG00000244236		RN7SL604P	HGNC Symbol	RN7SL604P
ENSG00000251814		RN7SKP18	HGNC Symbol	RN7SKP18
ENSG00000201217		RF00019	RFAM	
ENSG00000206850		RF00019	RFAM	
ENSG00000207312		RNU6-429P	HGNC Symbol	RNU6-429P
ENSG00000207274	109617008	SNORA70I	HGNC Symbol	SNORA70I
ENSG00000252068		RNU6-390P	HGNC Symbol	RNU6-390P
ENSG00000242653		RN7SL132P	HGNC Symbol	RN7SL132P
ENSG00000201746		RNU6-828P	HGNC Symbol	RNU6-828P
ENSG00000200257		RNU6-97P	HGNC Symbol	RNU6-97P
ENSG00000275780		AC003070.3	Clone-based (Ensembl) gene	
ENSG00000277583		RF02180	RFAM	
ENSG00000278020		RF02142	RFAM	
ENSG00000221500	594838	SNORD100	HGNC Symbol	SNORD100
ENSG00000206769		RNU6-116P	HGNC Symbol	RNU6-116P
ENSG00000271819		RNU6-94P	HGNC Symbol	RNU6-94P
ENSG00000273866		RF00017	RFAM	
ENSG00000251739		RNU6-1053P	HGNC Symbol	RNU6-1053P
ENSG00000274467		RNA5SP257	HGNC Symbol	RNA5SP257
ENSG00000239007		RNU7-95P	HGNC Symbol	RNU7-95P
ENSG00000222268		RNA5SP425	HGNC Symbol	RNA5SP425
ENSG00000201766		RNA5SP302	HGNC Symbol	RNA5SP302
ENSG00000271923		RNU6-86P	HGNC Symbol	RNU6-86P
ENSG00000276314	91380	SNORD107	HGNC Symbol	SNORD107
ENSG00000285912		AC104843.3	Clone-based (Ensembl) gene	
ENSG00000200072		RF00287	RFAM	
ENSG00000253015		RN7SKP64	HGNC Symbol	RN7SKP64
ENSG00000222259		RN7SKP114	HGNC Symbol	RN7SKP114
ENSG00000263740		RN7SL4P	HGNC Symbol	RN7SL4P
ENSG00000238311	109617020	SNORD13E	HGNC Symbol	SNORD13E
ENSG00000200220		RNU6-179P	HGNC Symbol	RNU6-179P
ENSG00000238966		RF01169	RFAM	
ENSG00000273499		RF00561	RFAM	
ENSG00000212454		RNA5SP286	HGNC Symbol	RNA5SP286
ENSG00000252561		RNU1-125P	HGNC Symbol	RNU1-125P
ENSG00000252323		RNU6-184P	HGNC Symbol	RNU6-184P
ENSG00000252250		RF00019	RFAM	
ENSG00000201394		RNA5SP140	HGNC Symbol	RNA5SP140
ENSG00000202198		RF00100	RFAM	
ENSG00000212365		RNA5SP332	HGNC Symbol	RNA5SP332
ENSG00000240014		RN7SL254P	HGNC Symbol	RN7SL254P
ENSG00000200974		RNU4-87P	HGNC Symbol	RNU4-87P
ENSG00000274127		RF02271	RFAM	
ENSG00000199285		RF00019	RFAM	
ENSG00000222489		SNORA79B	HGNC Symbol	SNORA79B
ENSG00000252797		RN7SKP272	HGNC Symbol	RN7SKP272
ENSG00000200262		RF00019	RFAM	
ENSG00000240250		RN7SL541P	HGNC Symbol	RN7SL541P
ENSG00000201315		RN7SKP227	HGNC Symbol	RN7SKP227
ENSG00000239099		RNU7-23P	HGNC Symbol	RNU7-23P
ENSG00000252337		RF00322	RFAM	
ENSG00000223175		RNU4-61P	HGNC Symbol	RNU4-61P
ENSG00000252780		RNA5SP471	HGNC Symbol	RNA5SP471
ENSG00000276642		RF00619	RFAM	
ENSG00000208308		SNORA40B	HGNC Symbol	SNORA40B
ENSG00000212266		RF00561	RFAM	
ENSG00000200942		RNU6-501P	HGNC Symbol	RNU6-501P
ENSG00000278523		RF00019	RFAM	
ENSG00000207110		RNU1-106P	HGNC Symbol	RNU1-106P
ENSG00000199453	100033449	SNORD115-12	HGNC Symbol	SNORD115-12
ENSG00000222160		RF00019	RFAM	
ENSG00000202406		RN7SKP187	HGNC Symbol	RN7SKP187
ENSG00000212306		RF00019	RFAM	
ENSG00000202332		RF00019	RFAM	
ENSG00000277428		RF00019	RFAM	
ENSG00000253098		RNU7-161P	HGNC Symbol	RNU7-161P
ENSG00000207004		RNU6-301P	HGNC Symbol	RNU6-301P
ENSG00000207332		RNU6-146P	HGNC Symbol	RNU6-146P
ENSG00000200367	767568	SNORD113-8	HGNC Symbol	SNORD113-8
ENSG00000252321		RN7SKP83	HGNC Symbol	RN7SKP83
ENSG00000264557		RF00026	RFAM	
ENSG00000278233		RNA5-8SN2	HGNC Symbol	RNA5-8SN2
ENSG00000278233		RNA5-8SN2	HGNC Symbol	RNA5-8SN4
ENSG00000201500		RF00181	RFAM	
ENSG00000242079		RN7SL318P	HGNC Symbol	RN7SL318P
ENSG00000252888		RF00322	RFAM	
ENSG00000199322		RNA5SP183	HGNC Symbol	RNA5SP183
ENSG00000200783		RN7SKP180	HGNC Symbol	RN7SKP180
ENSG00000253437		RNU6-988P	HGNC Symbol	RNU6-988P
ENSG00000200563		RNU6-640P	HGNC Symbol	RNU6-640P
ENSG00000201384		RF00421	RFAM	
ENSG00000265141		RN7SL451P	HGNC Symbol	RN7SL451P
ENSG00000206685		RNU6-1189P	HGNC Symbol	RNU6-1189P
ENSG00000252346		RNA5SP121	HGNC Symbol	RNA5SP121
ENSG00000266634	100616188	MIR3972	HGNC Symbol	MIR3972
ENSG00000252292		RN7SKP238	HGNC Symbol	RN7SKP238
ENSG00000212595		RNA5SP525	HGNC Symbol	RNA5SP525
ENSG00000243373		RN7SL173P	HGNC Symbol	RN7SL173P
ENSG00000275531		RF00017	RFAM	
ENSG00000240481		RN7SL38P	HGNC Symbol	RN7SL38P
ENSG00000207750	693138	MIR553	HGNC Symbol	MIR553
ENSG00000207258		RF00019	RFAM	
ENSG00000243267		RN7SL614P	HGNC Symbol	RN7SL614P
ENSG00000252943		RNU6-264P	HGNC Symbol	RNU6-264P
ENSG00000284485	406988	MIR205	HGNC Symbol	MIR205
ENSG00000200120		RF00019	RFAM	
ENSG00000201309		RF00019	RFAM	
ENSG00000263669		RN7SL470P	HGNC Symbol	RN7SL470P
ENSG00000276470		RF02156	RFAM	
ENSG00000283369		RF00026	RFAM	
ENSG00000207789	407016	MIR26A2	HGNC Symbol	MIR26A2
ENSG00000238723		RF00019	RFAM	
ENSG00000212380	100036566	SNORD115-45	HGNC Symbol	SNORD115-45
ENSG00000251898	677780	SCARNA11	HGNC Symbol	SCARNA11
ENSG00000283159	100126315	MIR665	HGNC Symbol	MIR665
ENSG00000242170		RN7SL329P	HGNC Symbol	RN7SL329P
ENSG00000265920		RF00026	RFAM	
ENSG00000252902		RNA5SP342	HGNC Symbol	RNA5SP342
ENSG00000200686		RNY3P3	HGNC Symbol	RNY3P3
ENSG00000199012	574433	MIR412	HGNC Symbol	MIR412
ENSG00000201826		RNU6-867P	HGNC Symbol	RNU6-867P
ENSG00000275231		RF01965	RFAM	
ENSG00000201410		RF00342	RFAM	
ENSG00000265838		RF00003	RFAM	
ENSG00000263413	100616276	MIR4538	HGNC Symbol	MIR4538
ENSG00000242928		RN7SL868P	HGNC Symbol	RN7SL868P
ENSG00000252073		RNU6-947P	HGNC Symbol	RNU6-947P
ENSG00000200839		RNA5SP48	HGNC Symbol	RNA5SP48
ENSG00000243059		RN7SL400P	HGNC Symbol	RN7SL400P
ENSG00000266039	100616228	MIR4509-2	HGNC Symbol	MIR4509-2
ENSG00000273875	441864	TARM1	HGNC Symbol	TARM1
ENSG00000207300		RF00019	RFAM	
ENSG00000243173		RN7SL861P	HGNC Symbol	RN7SL861P
ENSG00000284059	100847042	MIR5572	HGNC Symbol	MIR5572
ENSG00000238500		RNU7-87P	HGNC Symbol	RNU7-87P
ENSG00000222112		RN7SKP16	HGNC Symbol	RN7SKP16
ENSG00000275655		RN7SL313P	HGNC Symbol	RN7SL313P
ENSG00000207019		RNU6-167P	HGNC Symbol	RNU6-167P
ENSG00000207037		RNU6-339P	HGNC Symbol	RNU6-339P
ENSG00000208003	693132	MIR549A	HGNC Symbol	MIR549A
ENSG00000252692		RF00271	RFAM	
ENSG00000278267	102466751	MIR6859-1	HGNC Symbol	MIR6859-1
ENSG00000251875		RNU5F-2P	HGNC Symbol	RNU5F-2P
ENSG00000206958		RF00156	RFAM	
ENSG00000207614	406968	MIR193A	HGNC Symbol	MIR193A
ENSG00000276100		RF02189	RFAM	
ENSG00000264419	100616384	MIR548AC	HGNC Symbol	MIR548AC
ENSG00000242707		RN7SL362P	HGNC Symbol	RN7SL362P
ENSG00000264010	100616469	MIR4429	HGNC Symbol	MIR4429
ENSG00000207448		RNU6-520P	HGNC Symbol	RNU6-520P
ENSG00000207759	406995	MIR181A1	HGNC Symbol	MIR181A1
ENSG00000252438		RF00279	RFAM	
ENSG00000240106		RN7SL146P	HGNC Symbol	RN7SL146P
ENSG00000265682	100422994	MIR4267	HGNC Symbol	MIR4267
ENSG00000275745		RF00019	RFAM	
ENSG00000207811	407041	MIR34B	HGNC Symbol	MIR34B
ENSG00000206865		RF00019	RFAM	
ENSG00000278524	102466197	MIR6810	HGNC Symbol	MIR6810
ENSG00000252485		RF00006	RFAM	
ENSG00000199756		RF00019	RFAM	
ENSG00000265322	100422949	MIR3118-2	HGNC Symbol	MIR3118-2
ENSG00000207150		RNU6-185P	HGNC Symbol	RNU6-185P
ENSG00000216141	100126339	MIR941-2	HGNC Symbol	MIR941-2
ENSG00000199289		RNU6-502P	HGNC Symbol	RNU6-502P
ENSG00000200101		RNU6-508P	HGNC Symbol	RNU6-508P
ENSG00000239105		RNU7-73P	HGNC Symbol	RNU7-73P
ENSG00000284008	102465429	MIR6511B1	HGNC Symbol	MIR6511B1
ENSG00000216135	100126334	MIR885	HGNC Symbol	MIR885
ENSG00000222852		RF00019	RFAM	
ENSG00000199787		RF00406	RFAM	
ENSG00000222102		RN7SKP232	HGNC Symbol	RN7SKP232
ENSG00000284117	102465532	MIR6883	HGNC Symbol	MIR6883
ENSG00000283745	442920	MIR196B	HGNC Symbol	MIR196B
ENSG00000201492		RNA5SP78	HGNC Symbol	RNA5SP78
ENSG00000212499		RNA5SP300	HGNC Symbol	RNA5SP300
ENSG00000283956	100500914	MIR3610	HGNC Symbol	MIR3610
ENSG00000201869		RNU6-294P	HGNC Symbol	RNU6-294P
ENSG00000264049	100616210	MIR4737	HGNC Symbol	MIR4737
ENSG00000201596		RF00019	RFAM	
ENSG00000221768	100302147	MIR1302-7	HGNC Symbol	MIR1302-7
ENSG00000206791		RNU1-129P	HGNC Symbol	RNU1-129P
ENSG00000221114		RNU6ATAC30P	HGNC Symbol	RNU6ATAC30P
ENSG00000199072	406888	MIRLET7F1	HGNC Symbol	MIRLET7F1
ENSG00000207688	100500895	MIR548AA2	HGNC Symbol	MIR548AA2
ENSG00000252881		RNU6-334P	HGNC Symbol	RNU6-334P
ENSG00000200620		RF00409	RFAM	
ENSG00000276544		RN7SL453P	HGNC Symbol	RN7SL453P
ENSG00000243027		RN7SL354P	HGNC Symbol	RN7SL354P
ENSG00000199051	494323	MIR361	HGNC Symbol	MIR361
ENSG00000266436	100422888	MIR4264	HGNC Symbol	MIR4264
ENSG00000199395		RNA5SP93	HGNC Symbol	RNA5SP93
ENSG00000240183		RN7SL297P	HGNC Symbol	RN7SL297P
ENSG00000200521		RF00019	RFAM	
ENSG00000278278	102465490	MIR6816	HGNC Symbol	MIR6816
ENSG00000216171	100302114	MIR513C	HGNC Symbol	MIR513C
ENSG00000202534		RNU6-1329P	HGNC Symbol	RNU6-1329P
ENSG00000201570		RNU4-56P	HGNC Symbol	RNU4-56P
ENSG00000266415	100616326	MIR4636	HGNC Symbol	MIR4636
ENSG00000273886		RF00017	RFAM	
ENSG00000200822		RF00019	RFAM	
ENSG00000265932	100422967	MIR3146	HGNC Symbol	MIR3146
ENSG00000243980		RN7SL702P	HGNC Symbol	RN7SL702P
ENSG00000199489	100033801	SNORD115-25	HGNC Symbol	SNORD115-25
ENSG00000252673		RNA5SP421	HGNC Symbol	RNA5SP421
ENSG00000284596	100616367	MIR4467	HGNC Symbol	MIR4467
ENSG00000207588	693178	MIR593	HGNC Symbol	MIR593
ENSG00000252448		RF00092	RFAM	
ENSG00000201160		RF00019	RFAM	
ENSG00000284142	102466748	MIR6845	HGNC Symbol	MIR6845
ENSG00000200102		RNU6-252P	HGNC Symbol	RNU6-252P
ENSG00000274792	102723532	AC171558.1	Clone-based (Ensembl) gene	
ENSG00000199065	406894	MIR101-2	HGNC Symbol	MIR101-2
ENSG00000201294		RNU6-1019P	HGNC Symbol	RNU6-1019P
ENSG00000272028		RNU6-87P	HGNC Symbol	RNU6-87P
ENSG00000278704		BX004987.1	Clone-based (Ensembl) gene	
ENSG00000279413		AC112497.1	Clone-based (Ensembl) gene	
ENSG00000200823	767578	SNORD114-2	HGNC Symbol	SNORD114-2
ENSG00000251791	677772	SCARNA6	HGNC Symbol	SCARNA6
ENSG00000221043		RF00012	RFAM	
ENSG00000278782		AC136616.3	Clone-based (Ensembl) gene	
ENSG00000251805		RF00602	RFAM	
ENSG00000277178	441864	TARM1	HGNC Symbol	TARM1
ENSG00000221638		RF00012	RFAM	
ENSG00000251960		RNU6-559P	HGNC Symbol	RNU6-559P
ENSG00000253065		RF00561	RFAM	
ENSG00000277004		RNA5SP412	HGNC Symbol	RNA5SP412
ENSG00000274940	102466879	MIR8083	HGNC Symbol	MIR8083
ENSG00000252848		RNA5SP230	HGNC Symbol	RNA5SP230
ENSG00000263987	100847024	MIR5698	HGNC Symbol	MIR5698
ENSG00000222617		RN7SKP254	HGNC Symbol	RN7SKP254
ENSG00000266458	100422852	MIR4259	HGNC Symbol	MIR4259
ENSG00000253005		RNU6-176P	HGNC Symbol	RNU6-176P
ENSG00000238754	107397392	SCARNA18B	HGNC Symbol	SCARNA18B
ENSG00000283340	100422839	MIR3119-1	HGNC Symbol	MIR3119-1
ENSG00000202341		RNU6-1051P	HGNC Symbol	RNU6-1051P
ENSG00000284152	102465454	MIR6758	HGNC Symbol	MIR6758
ENSG00000278747		RF00026	RFAM	
ENSG00000201287		RN7SKP171	HGNC Symbol	RN7SKP171
ENSG00000274172	102465871	MIR8071-1	HGNC Symbol	MIR8071-1
ENSG00000275107	102465469	MIR6782	HGNC Symbol	MIR6782
ENSG00000252751		RNU6-143P	HGNC Symbol	RNU6-143P
ENSG00000251815	100033438	SNORD116-26	HGNC Symbol	SNORD116-26
ENSG00000283880	102465802	MIR7704	HGNC Symbol	MIR7704
ENSG00000278026		RF01954	RFAM	
ENSG00000207802	693231	MIR646	HGNC Symbol	MIR646
ENSG00000222397		RN7SKP229	HGNC Symbol	RN7SKP229
ENSG00000271898	100616291	MIR4791	HGNC Symbol	MIR4791
ENSG00000252117		RNU6-1108P	HGNC Symbol	RNU6-1108P
ENSG00000206595		RNU6-877P	HGNC Symbol	RNU6-877P
ENSG00000283971	100616477	MIR4442	HGNC Symbol	MIR4442
ENSG00000229686	26793	SNORD56	HGNC Symbol	SNORD56
ENSG00000207627	693166	MIR581	HGNC Symbol	MIR581
ENSG00000207399		RNU6-1011P	HGNC Symbol	RNU6-1011P
ENSG00000264342	100500825	MIR3660	HGNC Symbol	MIR3660
ENSG00000243370		RN7SL775P	HGNC Symbol	RN7SL775P
ENSG00000277733	79143	MBOAT7	HGNC Symbol	MBOAT7
ENSG00000276770	102466746	MIR6780B	HGNC Symbol	MIR6780B
ENSG00000206817		RF00019	RFAM	
ENSG00000201780		RNU6-275P	HGNC Symbol	RNU6-275P
ENSG00000199094	407032	MIR30C2	HGNC Symbol	MIR30C2
ENSG00000266610		RN7SL176P	HGNC Symbol	RN7SL176P
ENSG00000240639		RN7SL666P	HGNC Symbol	RN7SL666P
ENSG00000266295	692233	SNORD117	HGNC Symbol	SNORD117
ENSG00000201775		RNU6-1325P	HGNC Symbol	RNU6-1325P
ENSG00000265439		RN7SL811P	HGNC Symbol	RN7SL811P
ENSG00000202513		RNU6-805P	HGNC Symbol	RNU6-805P
ENSG00000238645		RF01210	RFAM	
ENSG00000251778		RF00334	RFAM	
ENSG00000221044		RF00012	RFAM	
ENSG00000199567		RF00019	RFAM	
ENSG00000238998		RNU7-187P	HGNC Symbol	RNU7-187P
ENSG00000252393		RNU6-1004P	HGNC Symbol	RNU6-1004P
ENSG00000278281	102465842	MIR7856	HGNC Symbol	MIR7856
ENSG00000206795		RF00019	RFAM	
ENSG00000264317		RN7SL154P	HGNC Symbol	RN7SL154P
ENSG00000222210		RN7SKP65	HGNC Symbol	RN7SKP65
ENSG00000274056	102465253	MIR6507	HGNC Symbol	MIR6507
ENSG00000199362		RF00019	RFAM	
ENSG00000276609		RF02040	RFAM	
ENSG00000222932		RNU6-172P	HGNC Symbol	RNU6-172P
ENSG00000265719	100616398	MIR4681	HGNC Symbol	MIR4681
ENSG00000240173		RN7SL771P	HGNC Symbol	RN7SL771P
ENSG00000277689		RF02106	RFAM	
ENSG00000252845		RNA5SP101	HGNC Symbol	RNA5SP101
ENSG00000276102	102465447	MIR6747	HGNC Symbol	MIR6747
ENSG00000251998		RNU6-168P	HGNC Symbol	RNU6-168P
ENSG00000244356		RN7SL398P	HGNC Symbol	RN7SL398P
ENSG00000274623		RF00026	RFAM	
ENSG00000266570	100847000	MIR5579	HGNC Symbol	MIR5579
ENSG00000251730		RF00394	RFAM	
ENSG00000222078		RN7SKP110	HGNC Symbol	RN7SKP110
ENSG00000264906	100616478	MIR4494	HGNC Symbol	MIR4494
ENSG00000278123	100033820	SNORD116-28	HGNC Symbol	SNORD116-28
ENSG00000251942		RF00424	RFAM	
ENSG00000266655	100500909	MIR3908	HGNC Symbol	MIR3908
ENSG00000212246		RNU6-360P	HGNC Symbol	RNU6-360P
ENSG00000212270		RF00440	RFAM	
ENSG00000283785	406948	MIR15A	HGNC Symbol	MIR15A
ENSG00000252409		RF00602	RFAM	
ENSG00000221574		RNU6ATAC33P	HGNC Symbol	RNU6ATAC33P
ENSG00000284269	102465841	MIR7855	HGNC Symbol	MIR7855
ENSG00000242565		RN7SL372P	HGNC Symbol	RN7SL372P
ENSG00000264036		RN7SL198P	HGNC Symbol	RN7SL198P
ENSG00000207761	574408	MIR329-1	HGNC Symbol	MIR329-1
ENSG00000202402		RF00019	RFAM	
ENSG00000276918		RF00017	RFAM	
ENSG00000207959	724026	MIR656	HGNC Symbol	MIR656
ENSG00000241588		RN7SL484P	HGNC Symbol	RN7SL484P
ENSG00000276493		RF00017	RFAM	
ENSG00000265957	100422829	MIR4319	HGNC Symbol	MIR4319
ENSG00000251971		RNU6-1333P	HGNC Symbol	RNU6-1333P
ENSG00000252185		RNU6-752P	HGNC Symbol	RNU6-752P
ENSG00000202190		RF00019	RFAM	
ENSG00000199143	442918	MIR373	HGNC Symbol	MIR373
ENSG00000251746		RNA5SP112	HGNC Symbol	RNA5SP112
ENSG00000199469		RNU1-62P	HGNC Symbol	RNU1-62P
ENSG00000275519	102465482	MIR6804	HGNC Symbol	MIR6804
ENSG00000200424		RNU6-1155P	HGNC Symbol	RNU6-1155P
ENSG00000274710		RF02271	RFAM	
ENSG00000206911		RF00019	RFAM	
ENSG00000265321	100422965	MIR4263	HGNC Symbol	MIR4263
ENSG00000207235		RF00019	RFAM	
ENSG00000273846		RF00017	RFAM	
ENSG00000239005		RF01225	RFAM	
ENSG00000275523	102466972	MIR6508	HGNC Symbol	MIR6508
ENSG00000201778		RF00019	RFAM	
ENSG00000202008		RF00019	RFAM	
ENSG00000283958	100302143	MIR1248	HGNC Symbol	MIR1248
ENSG00000274284		RF00019	RFAM	
ENSG00000201451		RF00019	RFAM	
ENSG00000244399		RN7SL251P	HGNC Symbol	RN7SL251P
ENSG00000252828		RNA5SP135	HGNC Symbol	RNA5SP135
ENSG00000207716	693157	MIR572	HGNC Symbol	MIR572
ENSG00000266439		RN7SL493P	HGNC Symbol	RN7SL493P
ENSG00000222987		RN7SKP68	HGNC Symbol	RN7SKP68
ENSG00000275933		RF00100	RFAM	
ENSG00000283275	100422937	MIR4275	HGNC Symbol	MIR4275
ENSG00000202199		RNU1-115P	HGNC Symbol	RNU1-115P
ENSG00000239030		RNU6-956P	HGNC Symbol	RNU6-956P
ENSG00000266698	100500818	MIR3945	HGNC Symbol	MIR3945
ENSG00000240199		RN7SL520P	HGNC Symbol	RN7SL520P
ENSG00000200419		RF00019	RFAM	
ENSG00000200208		RF00019	RFAM	
ENSG00000264732	100616342	MIR4638	HGNC Symbol	MIR4638
ENSG00000252937		RNU6-1270P	HGNC Symbol	RNU6-1270P
ENSG00000239080		RF01210	RFAM	
ENSG00000284135	100500804	MIR3654	HGNC Symbol	MIR3654
ENSG00000251970		RNU1-41P	HGNC Symbol	RNU1-41P
ENSG00000212165		RF00012	RFAM	
ENSG00000202313		RNU1-64P	HGNC Symbol	RNU1-64P
ENSG00000265520	100422850	MIR548V	HGNC Symbol	MIR548V
ENSG00000212282		RNU6-578P	HGNC Symbol	RNU6-578P
ENSG00000277908		RNU1-51P	HGNC Symbol	RNU1-51P
ENSG00000202159		RNU6-742P	HGNC Symbol	RNU6-742P
ENSG00000283522	100422964	MIR3150A	HGNC Symbol	MIR3150A
ENSG00000251707		RNU7-37P	HGNC Symbol	RNU7-37P
ENSG00000212624		RF00568	RFAM	
ENSG00000265093		RN7SL246P	HGNC Symbol	RN7SL246P
ENSG00000276575	102465539	MIR6895	HGNC Symbol	MIR6895
ENSG00000207148		RF00019	RFAM	
ENSG00000212517		RF00568	RFAM	
ENSG00000208012	406889	MIRLET7F2	HGNC Symbol	MIRLET7F2
ENSG00000265903		RF00100	RFAM	
ENSG00000251882		RNU6-475P	HGNC Symbol	RNU6-475P
ENSG00000241997		RN7SL323P	HGNC Symbol	RN7SL323P
ENSG00000284538	407049	MIR92A2	HGNC Symbol	MIR92A2
ENSG00000212527		RNA5SP63	HGNC Symbol	RNA5SP63
ENSG00000222800		RNU2-62P	HGNC Symbol	RNU2-62P
